Week,Date,Year,Month,"Region (North, Central, South)",County,Site,Site Code,Time (24hr),Temp (oC),Salinity (ppt),Tide,Pseudo-nitzschia TOTAL (cells/L),Pseudo-nitzschia count LG (cells/L),Pseudo-nitzschia count SM (cells/L),Pseudo-nitzschia  americana (cells/L),Alexandrium (cells/L),Dinophysis (cells/L),H2O ELISA pDA (ng/L),%B/BO,Extract vol (ml),Dilution Factor,Comments,,
46,11/13/18,2018,November,Central,Lincoln,Newport South Beach,NSB,11:42,10.7,,Incoming,"24,000","16,000","8,000",,0,0,,,,,,,
48,11/26/18,2018,November,South,Curry,Brookings,BRO,13:00,11.3,,,"67,000","67,000",0,,"1,000",0,75.86,,,,Best %B/BO=59.2 on 10x dilution; reliable result. ,,
48,11/26/18,2018,November,North,Clatsop,Cannon Beach Tolovana,CBT,10:35,11.6,,Incoming,"29,000","28,000","1,000",,0,"1,000",N/A,,,,,,
48,11/26/18,2018,November,North,Tillamook,Cape Meares,CAP,12:15,11.2,,,"34,000","32,000","2,000",,0,0,N/A,,,,,,
48,11/26/18,2018,November,North,Clatsop,Clatsop Seaside,SEA,10:10,11.7,,Incoming,"12,000","12,000",0,,0,0,N/A,,,,,,
48,11/26/18,2018,November,North,Clatsop,Clatsop South Jetty,CSJ,9:10,11.6,,Incoming,"101,000","100,000","1,000",,0,0,76.99,,,,avg between 10x&20x dilutions; 57.0%B/Bo ,,
48,11/26/18,2018,November,North,Clatsop,Clatsop Sunset,SUN,9:35,11.7,,Incoming,"62,000","61,000","1,000",,0,0,35.95,,,,60.7 %B/Bo on 5x dilution. ,,
48,11/26/18,2018,November,Central,Lincoln,Newport South Beach,NSB,11:15,11.2,,Incoming,"264,000","255,000","9,000",,0,0,382.80,,,,Avg of 50x & 100x dilutions; 57.1 %B/Bo,,
49,12/03/18,2018,December,North,Clatsop,Cannon Beach Tolovana,CBT,10:35,10.3,,Outgoing,"40,000","40,000",0,,0,0,146.22,,,,48.5 %B/BO on 20x dilution.,,
49,12/03/18,2018,December,North,Tillamook,Cape Meares,CAP,12:05,11.0,,,"12,000","11,000","1,000",,0,"1,000",N/A,,,,,,
49,12/03/18,2018,December,North,Clatsop,Clatsop Seaside,SEA,10:10,9.8,,Outgoing,"47,000","42,000","5,000",,0,0,109.65,,,,48.5 %B/BO on 10x dilution.,,
49,12/03/18,2018,December,North,Clatsop,Clatsop South Jetty,CSJ,9:35,9.1,,Outgoing,"30,000","30,000",0,,0,0,517.53,,,,avg between50x&100x dilutions; 50.0%B/Bo ,,
49,12/03/18,2018,December,North,Clatsop,Clatsop Sunset,SUN,10:10,9.8,,Outgoing,"57,000","57,000",0,,0,0,254.28,,,,59.1 %B/BO at 50x dilution.,,
50,12/10/18,2018,December,South,Curry,Brookings,BRO,12:30,12.4,,,"2,000",0,"2,000",,0,0,N/A,,,,,,
50,12/10/18,2018,December,North,Clatsop,Cannon Beach Tolovana,CBT,10:30,10.3,,Incoming,"12,000","10,000","2,000",,0,0,295.26,,,,54.8 %B/BO on 50x dilution. ,,
50,12/10/18,2018,December,North,Tillamook,Cape Meares,CAP,12:25,10.3,,,"14,000","12,000","2,000",,0,0,60.96,,,,53.8 %/B/BO on 10X dilution.,,
50,12/10/18,2018,December,North,Clatsop,Clatsop Seaside,SEA,10:00,10.3,,Incoming,"14,000","13,000","1,000",,0,0,114.45,,,,46.5 %B/BO average between 10x & 20x dilutions,,
50,12/10/18,2018,December,North,Clatsop,Clatsop South Jetty,CSJ,9:00,9.2,,Incoming,"40,000","36,000","4,000",,"1,000",0,747.52,,,,47.9 %B/BO at 100x.,,
50,12/10/18,2018,December,North,Clatsop,Clatsop Sunset,SUN,9:25,10.1,,Incoming,"28,000","27,000","1,000",,0,"1,000",362.43,,,,59 %B/BO avg 50x & 100x.,,
50,12/10/18,2018,December,Central,Lincoln,Newport South Beach,NSB,10:50,10.5,,Incoming,"10,000","10,000",0,,0,0,,,,,,,
51,12/17/18,2018,December,North,Clatsop,Cannon Beach Tolovana,CBT,12:50,10.3,,Outgoing,0,0,0,,0,0,N/A,,,,,,
51,12/17/18,2018,December,North,Tillamook,Cape Meares,CAP,11:00,10.5,,,0,0,0,,0,0,N/A,,,,,,
51,12/17/18,2018,December,North,Clatsop,Clatsop Seaside,SEA,13:30,10.4,,Incoming,0,0,0,,0,0,N/A,,,,,,
51,12/17/18,2018,December,North,Clatsop,Clatsop South Jetty,CSJ,15:00,10.1,,Incoming,"1,000","1,000",0,,0,0,N/A,,,,,,
51,12/17/18,2018,December,North,Clatsop,Clatsop Sunset,SUN,14:15,10.3,,Low,"4,000","4,000",0,,0,0,N/A,,,,,,
1,12/31/18,2019,December,North,Clatsop,Cannon Beach Tolovana,CBT,12:30,10.8,,Outgoing,,0,0,,0,0,N/A,,,,,,
1,12/31/18,2019,December,North,Tillamook,Cape Meares,CAP,10:55,10.5,,,,0,0,,0,0,N/A,,,,,,
1,12/31/18,2019,December,North,Clatsop,Clatsop Seaside,SEA,13:00,9.8,,Outgoing,,"1,000",0,,0,0,N/A,,,,,,
1,12/31/18,2019,December,North,Clatsop,Clatsop South Jetty,CSJ,14:00,10.2,,Outgoing,,0,0,,0,0,N/A,,,,,,
1,12/31/18,2019,December,North,Clatsop,Clatsop Sunset,SUN,8:24,10.3,,Outgoing,,0,0,,0,0,N/A,,,,,,
3,01/14/19,2019,January,North,Clatsop,Cannon Beach Tolovana,CBT,11:45,10.7,23.2,Outgoing,0,0,0,0,0,0,N/A,,,,,,
3,01/14/19,2019,January,North,Tillamook,Cape Meares,CAP,12:40,10.5,24.2,Low,"1,000","1,000",0,0,0,0,N/A,,,,,,
3,01/14/19,2019,January,North,Clatsop,Clatsop Seaside,SEA,10:40,10.2,23.4,Outgoing,"1,000","1,000",0,0,0,0,N/A,,,,,,
3,01/14/19,2019,January,North,Clatsop,Clatsop South Jetty,CSJ,9:35,9.0,28.6,Outgoing,0,0,0,0,0,0,N/A,,,,,,
3,01/14/19,2019,January,North,Clatsop,Clatsop Sunset,SUN,10:05,9.9,23.8,Outgoing,"1,000",0,"1,000",0,0,0,N/A,,,,,,
5,01/28/19,2019,January,North,Clatsop,Cannon Beach Tolovana,CBT,11:00,10.8,22.4,Outgoing,0,0,0,0,0,0,N/A,,,,,,
5,01/28/19,2019,January,North,Tillamook,Cape Meares,CAP,12:20,11.1,24.2,Outgoing,"3,000","2,000","1,000",0,0,0,N/A,,,,,,
5,01/28/19,2019,January,North,Clatsop,Clatsop Seaside,SEA,10:20,10.2,24.5,Outgoing,0,0,0,0,0,0,N/A,,,,,,
5,01/28/19,2019,January,North,Clatsop,Clatsop South Jetty,CSJ,9:10,9.6,29.4,Outgoing,"2,000",0,"2,000",0,0,0,N/A,,,,,,
5,01/28/19,2019,January,North,Clatsop,Clatsop Sunset,SUN,9:50,9.9,25.4,Outgoing,"4,000",0,"4,000",0,0,0,N/A,,,,,,
6,02/05/19,2019,February,North,Clatsop,Cannon Beach Tolovana,CBT,11:30,10.0,22.8,Incoming,"1,000",0,"1,000",0,0,0,N/A,,,,,,
6,02/05/19,2019,February,North,Tillamook,Cape Meares,CAP,13:05,10.3,23.2,High,0,0,0,0,0,0,N/A,,,,,,
6,02/05/19,2019,February,North,Clatsop,Clatsop Seaside,SEA,10:55,9.3,22.5,Incoming,"3,000",0,"3,000",0,0,0,N/A,,,,,,
6,02/05/19,2019,February,North,Clatsop,Clatsop South Jetty,CSJ,9:50,9.2,27.5,Incoming,"1,000","1,000",0,0,0,0,N/A,,,,,,
6,02/05/19,2019,February,North,Clatsop,Clatsop Sunset,SUN,10:25,9.2,22.7,Incoming,"6,000","1,000","5,000",0,0,"1,000",N/A,,,,,,
9,02/25/19,2019,February,North,Clatsop,Cannon Beach Tolovana,CBT,10:50,9.8,19.7,Outgoing,0,0,0,0,0,0,N/A,,,,,,
9,02/25/19,2019,February,North,Tillamook,Cape Meares,CAP,12:25,10.8,21.4,Incoming,0,0,0,0,0,"1,000",N/A,,,,,,
9,02/25/19,2019,February,North,Clatsop,Clatsop Seaside,SEA,10:15,7.5,17.9,Outgoing,0,0,0,0,"1,000",0,N/A,,,,,,
9,02/25/19,2019,February,North,Clatsop,Clatsop South Jetty,CSJ,9:15,8.1,20.7,Outgoing,0,0,0,0,0,0,N/A,,,,,,
9,02/25/19,2019,February,North,Clatsop,Clatsop Sunset,SUN,9:40,8.2,18.4,Outgoing,"2,000","2,000",0,0,"3,000",0,N/A,,,,,,
11,03/11/19,2019,March,North,Clatsop,Cannon Beach Tolovana,CBT,10:30,10.0,19.9,Low,"5,000","3,000","2,000",0,0,0,56.77,46.7,,avg 5&10,,,
11,03/11/19,2019,March,North,Tillamook,Cape Meares,CAP,11:55,10.6,18.6,Incoming,"24,000","24,000",0,0,0,0,25.98,58.4,,5x,,,
11,03/11/19,2019,March,North,Clatsop,Clatsop Seaside,SEA,10:05,8.7,19.0,Outgoing,"5,000","5,000",0,0,0,0,67.46,50.9,,10x,,,
11,03/11/19,2019,March,North,Clatsop,Clatsop South Jetty,CSJ,9:00,7.4,22.6,Outgoing,"6,000","6,000",0,0,0,0,86.17,53.8,,avg 10&20,,,
11,03/11/19,2019,March,North,Clatsop,Clatsop Sunset,SUN,9:25,8.0,18.9,Outgoing,"15,000","15,000",0,0,0,"2,000",51.58,49.0,,avg 5&10,Alexandrium in net tow,,
11,03/14/19,2019,March,Central,Lincoln,Newport South Beach,NSB,11:15,11.7,31.7,Outgoing,"5,000","3,000",0,"2,000",0,0,N/A,N/A,N/A,N/A,,,
13,03/25/19,2019,March,North,Clatsop,Cannon Beach Tolovana,CBT,10:40,10.3,20.0,Low,"15,000","13,000",0,"2,000","2,000",0,19.20,66.7,,5x,,,
13,03/25/19,2019,March,North,Tillamook,Cape Meares,CAP,12:15,10.5,20.9,Incoming,"7,000","7,000",0,0,"1,000",0,20.37,65.2,,5x,,,
13,03/25/19,2019,March,North,Clatsop,Clatsop Seaside,SEA,10:10,9.9,19.3,Outgoing,"21,000","19,000",0,"2,000","2,000",0,32.76,51.7,,5x,,,
13,03/25/19,2019,March,North,Clatsop,Clatsop South Jetty,CSJ,9:10,9.5,21.4,Outgoing,"11,000","4,000","2,000","5,000","2,000",0,25.28,59.2,,5x,,,
13,03/25/19,2019,March,North,Clatsop,Clatsop Sunset,SUN,9:35,9.7,18.9,Outgoing,"32,000","20,000","1,000","11,000","1,000",0,18.05,68.3,,5x,,,
14,04/01/19,2019,April,North,Clatsop,Cannon Beach Tolovana,CBT,12:00,11.8,20.5,Outgoing,"30,000","30,000",0,0,0,0,39.50,46.3,4,5,,,
14,04/01/19,2019,April,North,Tillamook,Cape Meares,CAP,13:30,11.4,20.9,Outgoing,"59,000","59,000",0,0,0,0,32.90,51.6,4,5,,,
14,04/01/19,2019,April,North,Clatsop,Clatsop Seaside,SEA,15:00,12.4,21.3,Outgoing,"23,000","21,000",0,"2,000",0,0,LOW,105.5,4,5,,,
14,04/01/19,2019,April,North,Clatsop,Clatsop South Jetty,CSJ,10:00,10.7,22.9,Incoming,"25,000","25,000",0,0,0,"1,000",39.55,46.3,4,5,,,
14,04/01/19,2019,April,North,Clatsop,Clatsop Sunset,SUN,11:10,11.3,19.7,High,"35,000","32,000",0,"3,000",0,0,LOW,89.9,4,5,,,
15,04/09/19,2019,April,North,Clatsop,Cannon Beach Tolovana,CBT,10:45,11.1,17.4,Incoming,"23,000","21,000","2,000",0,0,0,,,,,,,
15,04/09/19,2019,April,North,Tillamook,Cape Meares,CAP,12:15,12.3,19.9,Incoming,"8,000","8,000",0,0,0,0,N/A,N/A,N/A,N/A,,,
15,04/09/19,2019,April,North,Clatsop,Clatsop Seaside,SEA,9:50,11.0,17.8,Low,"33,000","33,000",0,0,"2,000",0,,,,,,,
15,04/09/19,2019,April,North,Clatsop,Clatsop South Jetty,CSJ,8:45,11.7,19.2,Outgoing,"5,000","4,000","1,000",0,0,0,N/A,N/A,N/A,N/A,,,
15,04/09/19,2019,April,North,Clatsop,Clatsop Sunset,SUN,9:15,11.2,18.5,Outgoing,"35,000","33,000","1,000","1,000",0,0,,,,,,,
16,04/17/19,2019,April,North,Clatsop,Cannon Beach Tolovana,CBT,9:40,11.6,25.8,Incoming,"99,000","95,000","1,000","3,000","1,000",0,84.77,44.3,4,10,,,
16,04/17/19,2019,April,North,Clatsop,Clatsop Seaside,SEA,10:10,11.6,17.0,Incoming,"135,000","130,000","2,000","3,000",0,0,70.21,51.6,6,Avg 5&10,,,
16,04/17/19,2019,April,North,Clatsop,Clatsop South Jetty,CSJ,11:30,11.4,14.9,High,"211,000","207,000","4,000",0,0,0,93.76,53.1,6,10,,,
16,04/17/19,2019,April,North,Clatsop,Clatsop Sunset,SUN,10:50,11.8,15.8,Incoming,"132,000","127,000","5,000",0,0,0,82.05,47.6,6,Avg 5&10,,,
17,04/24/19,2019,April,North,Clatsop,Cannon Beach Tolovana,CBT,10:40,11.8,18.0,Outgoing,"47,000","43,000","2,000","2,000",0,0,12.18,77.4,4,5,,,
17,04/24/19,2019,April,North,Tillamook,Cape Meares,CAP,12:05,12.8,20.8,Incoming,"61,000","58,000",0,"3,000",0,0,23.76,61.0,4,5,,,
17,04/24/19,2019,April,North,Clatsop,Clatsop Seaside,SEA,10:10,13.0,14.7,Outgoing,"242,000","227,000","2,000","13,000","1,000",0,19.68,75.9,6,5,,,
17,04/24/19,2019,April,North,Clatsop,Clatsop South Jetty,CSJ,9:00,11.8,13.6,Outgoing,"99,000","97,000",0,"2,000",0,0,23.89,71.4,6,5,,,
17,04/24/19,2019,April,North,Clatsop,Clatsop Sunset,SUN,9:30,12.2,16.5,Outgoing,"116,000","110,000","4,000","2,000",0,0,28.14,67.3,6,5,,,
18,04/29/19,2019,April,South,Curry,Brookings,BRO,13:30,11.0,34.1,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,,,
18,04/29/19,2019,April,North,Clatsop,Cannon Beach Tolovana,CBT,11:25,12.4,27.9,Outgoing,"11,000","7,000",0,"4,000",0,0,N/A,N/A,N/A,N/A,,,
18,04/29/19,2019,April,North,Tillamook,Cape Meares,CAP,12:55,13.1,28.8,Outgoing,"50,000","50,000",0,0,0,0,LOW,95.6,4,5,,,
18,04/29/19,2019,April,North,Clatsop,Clatsop Seaside,SEA,11:05,12.1,27.9,Outgoing,"25,000","17,000",0,"8,000",0,0,LOW,107.2,4,5,,,
18,04/29/19,2019,April,North,Clatsop,Clatsop South Jetty,CSJ,9:15,,,High,"14,000","13,000",0,"1,000","1,000",0,N/A,N/A,N/A,N/A,,,
18,04/29/19,2019,April,North,Clatsop,Clatsop Sunset,SUN,10:30,12.2,27.6,Outgoing,"31,000","31,000",0,0,0,0,LOW,96.5,4,5,,,
18,04/29/19,2019,April,Central,Lincoln,Newport South Beach,NSB,11:42,10.8,34.0,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,,,
19,05/06/19,2019,May,North,Clatsop,Cannon Beach Tolovana,CBT,10:15,12.3,28.8,Incoming,"77,000","63,000","4,000","10,000",0,0,6.63,51.4,4,1,,,
19,05/06/19,2019,May,North,Tillamook,Cape Meares,CAP,11:55,12.2,28.8,Incoming,"48,000","44,000","2,000","2,000",0,0,5.30,57.9,4,1,,,
19,05/06/19,2019,May,North,Clatsop,Clatsop Seaside,SEA,9:45,12.2,28.2,Incoming,"159,000","157,000","2,000",0,0,0,7.01,61.4,6,1,,,
19,05/06/19,2019,May,North,Clatsop,Clatsop South Jetty,CSJ,8:38,10.9,28.4,Incoming,"68,000","55,000","1,000","12,000",0,0,8.26,45.0,4,1,Alexandrium sp. in net tow,,
19,05/06/19,2019,May,North,Clatsop,Clatsop Sunset,SUN,9:05,11.4,28.6,Incoming,"98,000","73,000","10,000","15,000",0,0,7.24,48.8,4,1,,,
20,05/13/19,2019,May,South,Curry,Brookings,BRO,9:30,11.7,32.2,Outgoing,"2,000","2,000",0,0,0,0,N/A,N/A,N/A,N/A,,,
20,05/13/19,2019,May,North,Clatsop,Cannon Beach Tolovana,CBT,10:35,,,Outgoing,"44,000","35,000","1,000","8,000",0,0,2.56,76.4,4,1,,,
20,05/13/19,2019,May,North,Tillamook,Cape Meares,CAP,12:30,,,Outgoing,"63,000","51,000","3,000","9,000","1,000",0,3.41,69.8,4,1,,,
20,05/13/19,2019,May,North,Clatsop,Clatsop Seaside,SEA,10:10,,,Outgoing,"158,000","152,000","4,000","2,000","1,000",0,LOW,85.1,6,1,,,
20,05/13/19,2019,May,North,Clatsop,Clatsop South Jetty,CSJ,9:15,,,Outgoing,"66,000","50,000","8,000","8,000","1,000","1,000",5.62,56.2,4,1,,,
20,05/13/19,2019,May,North,Clatsop,Clatsop Sunset,SUN,9:40,,,Outgoing,"364,000","338,000","18,000","8,000",0,0,11.45,47.3,6,1,"21000 cells/L Phaeocystis sp. present in count. Alexandrium c.f. ostenfeldii, Dinophysis fortii, D. parva and Phaeocystis sp. in net tow.",,
20,05/13/19,2019,May,Central,Lincoln,Newport South Beach,NSB,10:30,11.7,31.2,Outgoing,"36,000","21,000",0,"15,000",0,0,1.90,82.1,4,1,,,
21,05/20/19,2019,May,North,Clatsop,Cannon Beach Tolovana,CBT,10:40,15.2,26.6,Incoming,"17,000","15,000",0,"2,000",0,0,N/A,N/A,N/A,N/A,,,
21,05/20/19,2019,May,North,Tillamook,Cape Meares,CAP,12:00,13.8,27.3,Incoming,"25,000","17,000","1,000","7,000","1,000",0,N/A,N/A,N/A,N/A,,,
21,05/20/19,2019,May,North,Clatsop,Clatsop Seaside,SEA,10:05,14.3,26.7,Incoming,"5,000","5,000",0,0,0,0,N/A,N/A,N/A,N/A,,,
21,05/20/19,2019,May,North,Clatsop,Clatsop South Jetty,CSJ,9:00,13.3,26.6,Incoming,"20,000","18,000","2,000",,0,0,N/A,N/A,N/A,N/A,53000 cells/L Phaeocystis sp. in count & Alexandrium c.f. tamarense in net tow.,,
21,05/20/19,2019,May,North,Clatsop,Clatsop Sunset,SUN,9:30,13.6,25.8,Incoming,"25,000","16,000","6,000","3,000",0,"1,000",N/A,N/A,N/A,N/A,21000 cells/L Phaeocystis sp. present in count.,,
22,05/28/19,2019,May,North,Clatsop,Cannon Beach Tolovana,CBT,10:20,13.2,24.1,Outgoing,"27,000","1,000","2,000","24,000",0,0,N/A,N/A,N/A,N/A,24000 of P-n were epiphytic P. americana.,,
22,05/28/19,2019,May,North,Tillamook,Cape Meares,CAP,11:50,14.6,24.6,Outgoing,"36,000","4,000","5,000","27,000",0,0,N/A,N/A,N/A,N/A,27000 P-n cells were epiphytic P. americana. ,,
22,05/28/19,2019,May,North,Clatsop,Clatsop Seaside,SEA,9:55,14.1,25.0,Outgoing,"4,000","1,000",0,"3,000",0,0,N/A,N/A,N/A,N/A,,,
22,05/28/19,2019,May,North,Clatsop,Clatsop South Jetty,CSJ,9:00,13.2,23.7,Outgoing,"28,000","1,000",0,"27,000",0,0,N/A,N/A,N/A,N/A,27000 of the P-n. count were epiphytic P. americana. ,,
22,05/28/19,2019,May,North,Clatsop,Clatsop Sunset,SUN,9:25,13.4,24.2,Outgoing,"22,000","1,000","3,000","18,000",0,0,N/A,N/A,N/A,N/A,18000 cells of P-n. were epiphytic P. americana.,,
22,05/28/19,2019,May,South,Coos,Charleston Bastendorff,CBB,13:30,15.5,25.7,Outgoing,"3,000","3,000",0,0,0,0,N/A,N/A,N/A,N/A,,,
22,05/28/19,2019,May,Central,Lincoln,Newport South Beach,NSB,11:20,14.0,29.9,Outgoing,"3,000",0,"3,000",0,0,0,N/A,N/A,N/A,N/A,,,
22,05/29/19,2019,May,South,Curry,Brookings,BRO,9:00,11.7,31.0,High,"1,000","1,000",0,0,0,0,N/A,N/A,N/A,N/A,,,
23,06/03/19,2019,June,North,Clatsop,Clatsop South Jetty,CSJ,8:55,10.7,28.9,Incoming,"37,000","2,000","12,000","23,000",0,0,N/A,N/A,N/A,N/A,23000 of the count were P. americana. ,,
23,06/03/19,2019,June,North,Clatsop,Clatsop Sunset,SUN,9:25,13.0,27.9,Incoming,"9,000",0,"5,000","4,000",0,0,N/A,N/A,N/A,N/A,All lg type P-n were epiphytic P. americana.,,
23,06/03/19,2019,June,North,Clatsop,Clatsop Seaside,SEA,10:45,14.7,28.5,Incoming,"30,000","3,000","19,000","8,000",0,0,N/A,N/A,N/A,N/A,"Alexandrium spp., Dinophysis fortii, & Akashiwo sanguinea in net tow.",,
23,06/03/19,2019,June,North,Clatsop,Cannon Beach Tolovana,CBT,11:05,13.3,28.9,Incoming,"29,000","4,000","11,000","14,000",0,0,N/A,N/A,N/A,N/A,14000 of P-n were epiphytic P. americana.,,
23,06/03/19,2019,June,North,Tillamook,Cape Meares,CAP,12:30,12.5,29.2,Incoming,"14,000","2,000","3,000","9,000",0,0,N/A,N/A,N/A,N/A,9000 cells were epiphytic P. americana.,,
24,06/10/19,2019,June,North,Clatsop,Clatsop South Jetty,CSJ,8:25,9.9,28.6,Outgoing,"7,000","1,000","6,000",0,0,0,N/A,N/A,N/A,N/A,Dinophysis and Alexandrium spp. present in net tow.,,
24,06/10/19,2019,June,North,Clatsop,Clatsop Sunset,SUN,8:55,11.3,29.2,Outgoing,"26,000","13,000","12,000","1,000","2,000",0,N/A,N/A,N/A,N/A,Dinophysis and Alexandrium spp. present in net tow.,,
24,06/10/19,2019,June,North,Clatsop,Clatsop Seaside,SEA,9:30,14.1,27.9,Outgoing,"55,000","9,000","41,000","5,000",0,"1,000",N/A,N/A,N/A,N/A,Dinophysis and Alexandrium spp. present in net tow.,,
24,06/10/19,2019,June,North,Clatsop,Cannon Beach Tolovana,CBT,10:00,10.4,29.9,Outgoing,"2,000",0,"1,000","1,000",0,0,N/A,N/A,N/A,N/A,Dinophysis and Alexandrium spp. present in net tow.,,
24,06/10/19,2019,June,North,Tillamook,Cape Meares,CAP,11:50,10.7,30.0,Outgoing,"15,000","1,000","1,000","13,000",0,0,N/A,N/A,N/A,N/A,,,
24,06/10/19,2019,June,Central,Lincoln,Newport South Beach,NSB,11:00,9.9,31.0,Outgoing,"130,000","80,000","43,000","7,000",0,"1,000",,,,,,,
24,06/10/19,2019,June,South,Coos,Charleston Bastendorff,CBB,11:00,13.6,27.6,Outgoing,"4,000","4,000",0,0,0,0,N/A,N/A,N/A,N/A,,,
24,06/10/19,2019,June,South,Curry,Brookings,BRO,10:00,12.6,34.0,Outgoing,0,0,0,0,0,0,N/A,N/A,N/A,N/A,,,
25,06/17/19,2019,June,North,Clatsop,Clatsop South Jetty,CSJ,9:00,11.6,29.1,Incoming,"11,000","4,000","2,000","5,000",0,0,3.82,66.9,4,1,5000 cells/L of P-n. count were P. americana. Cyanobacteria sp. present.,,
25,06/17/19,2019,June,North,Clatsop,Clatsop Sunset,SUN,9:35,12.8,28.8,Incoming,"21,000","7,000","10,000","4,000",0,0,3.42,69.7,4,1,4000 cells/L of P-n. count were epiphytic P. americana. Alexandrium c.f. tamarense in net tow.,,
25,06/17/19,2019,June,North,Clatsop,Clatsop Seaside,SEA,10:05,14.8,29.2,Incoming,"108,000","52,000","10,000","46,000",0,0,6.40,52.4,4,1,46000 cells/L of P-n. were epiphytic P. americana. Alexandrium c.f. tamarense & Phaeocystis sp. in net tow.,,
25,06/17/19,2019,June,North,Clatsop,Cannon Beach Tolovana,CBT,10:35,10.6,29.9,Incoming,"68,000","26,000","3,000","39,000","1,000",0,10.46,38.4,4,1,"39000 cells/L of P-n. of epiphytic P. americana. Alexandrium c.f. tamarense, A. ostenfeldii, & Dinophysis c.f. acuminata present in net tow. ",,
25,06/17/19,2019,June,North,Tillamook,Cape Meares,CAP,12:15,11.3,30.3,Incoming,"18,000","6,000","2,000","10,000",0,0,18.74,24.3,4,1,2000 cells/L of P-n. were epiphytic P. americana.,,
26,06/24/19,2019,June,North,Clatsop,Clatsop South Jetty,CSJ,9:03,12.1,28.0,Outgoing,"362,000","241,000","28,000","93,000",0,0,22.37,73.0,6,5,"93000 cells/L of P-n. count were P. americana. 937,000 cells/L Phaeocystis sp. ",,
26,06/24/19,2019,June,North,Clatsop,Clatsop Sunset,SUN,9:35,12.6,28.3,Outgoing,"462,000","326,000","43,000","93,000",0,0,19.30,76.3,6,5,43000 cells/L of P-n. count were epiphytic P. americana. 1126000 cells/L Phaeocystis sp.,,
26,06/24/19,2019,June,North,Clatsop,Clatsop Seaside,SEA,10:00,13.9,28.2,Outgoing,"300,000","199,000","43,000","58,000",0,0,10.43,50.0,6,1,58000 cells/L of P-n. were epiphytic P. americana. 729000 cells/L Phaeocystis sp.,,
26,06/24/19,2019,June,North,Clatsop,Cannon Beach Tolovana,CBT,10:35,11.7,29.3,Outgoing,"215,000","125,000","33,000","57,000",0,0,13.17,43.3,6,1,57000 cells/L of P-n. of epiphytic P. americana. 1039000 cells/L Phaeocystis sp. ,,
26,06/24/19,2019,June,North,Tillamook,Cape Meares,CAP,12:05,13.5,29.9,Low,"162,000","93,000","9,000","60,000",0,0,29.07,49.4,6,Avg 1&5,60000 cells/L of P-n. were epiphytic P. americana. 1339000 cells/L Phaeocystis sp. ,,
26,06/24/19,2019,June,Central,Lincoln,Newport South Beach,NSB,9:34,8.8,28.0,Outgoing,"2,000","2,000",0,0,0,0,N/A,N/A,N/A,N/A,very few plankton in water,,
26,06/24/19,2019,June,South,Coos,Charleston Bastendorff,CBB,10:30,12.9,30.0,Outgoing,"67,000","49,000","2,000","16,000",0,0,11.22,57.5,4,Avg 1x&5x,16000 cells/L were epiphytic P. americana.,,
26,06/24/19,2019,June,South,Curry,Brookings,BRO,11:15,11.0,32.8,Low,0,0,0,0,0,0,6.64,51.4,4,1,,,
27,07/01/19,2019,July,North,Clatsop,Clatsop South Jetty,CSJ,8:30,13.1,28.3,Incoming,"498,000","258,000","139,000","101,000","1,000",0,18.21,47.5,4,Avg 1&5,139000 cells/L of P. americana. Dinophysis fortii & Phaeocystis globosa in net tow.,,
27,07/01/19,2019,July,North,Clatsop,Clatsop Sunset,SUN,8:50,12.5,28.6,Incoming,"912,000","530,000","244,000","138,000","4,000",0,59.94,55.9,6,Avg 5&10,138000 cells/L P. americana. 29000 cells/L Phaeocystis globosa,,
27,07/01/19,2019,July,North,Clatsop,Clatsop Seaside,SEA,9:25,15.1,26.6,Incoming,"174,000","78,000","77,000","19,000","1,000","1,000",5.04,59.3,4,1,19000 cells/L P. americana. 15000 cells/L Phaeocystis globosa.,,
27,07/01/19,2019,July,North,Clatsop,Cannon Beach Tolovana,CBT,9:55,13.1,28.8,Incoming,"419,000","263,000","81,000","75,000",0,0,14.80,51.9,4,Avg 1&5,75000 cells/L P. americana. Dinophysis c.f. rotundata in net tow.,,
27,07/01/19,2019,July,North,Tillamook,Cape Meares,CAP,11:45,14.8,28.3,Incoming,"163,000","107,000","35,000","21,000",0,0,21.83,46.0,4,Avg 1&5,"35000 cells/L P. americana. Dinophysis acuminata, Alexandrium c.f. tamarense & Phaeocystis globosa in net tow.",,
28,07/08/19,2019,July,North,Clatsop,Clatsop South Jetty,CSJ,9:05,16.0,27.6,Outgoing,"177,000","80,000","64,000","33,000",0,0,5.91,54.8,4,1,33000 cells/L P. americana. Cyanobacteria sp. present. ,,
28,07/08/19,2019,July,North,Clatsop,Clatsop Sunset,SUN,9:30,17.0,26.3,Outgoing,"138,000","66,000","28,000","44,000","1,000",0,3.67,67.9,4,1,44000 cells/L P. americana. ,,
28,07/08/19,2019,July,North,Clatsop,Clatsop Seaside,SEA,10:05,16.2,25.7,Outgoing,"194,000","108,000","25,000","61,000",0,0,5.04,59.3,4,1,61000 cells/L P. americana. Dinophysis and Alexandrium spp. in net tow.,,
